time,E_scr_pv,E_scr_sv,c_temp_pv,c_temp_sv,k_rpm_pv,k_rpm_sv,n_temp_pv,n_temp_sv,scale_pv,s_temp_pv,s_temp_sv,is_imputed
2025-05-18 15:09:19.018900+00:00,8,8,69.6,70,189,180,67.2,70,3.01,67.1,70,0.0
2025-05-18 15:09:20.128150+00:00,8,8,69.8,70,189,180,67.2,70,3.01,67.0,70,0.0
2025-05-18 15:12:38.819460+00:00,8,8,69.7,70,189,180,67.9,70,3.08,65.9,70,0.0
2025-05-18 15:12:39.958188+00:00,8,8,69.7,70,189,180,67.8,70,3.08,65.9,70,0.0
2025-05-18 15:12:41.050178+00:00,8,8,69.7,70,189,180,67.8,70,3.08,65.9,70,0.0
2025-05-18 15:12:49.009516+00:00,8,8,69.7,70,189,180,67.4,70,3.01,65.8,70,0.0
2025-05-18 15:12:50.064108+00:00,8,8,69.8,70,189,180,67.4,70,3.01,66.0,70,0.0
2025-05-18 15:13:23.566707+00:00,8,8,69.8,70,189,180,66.7,70,3.02,68.1,70,0.0
2025-05-18 15:13:24.611189+00:00,8,8,69.9,70,189,180,66.8,70,3.02,67.9,70,0.0
2025-05-18 15:13:55.251018+00:00,8,8,69.7,70,189,180,67.8,70,3.04,66.2,70,0.0
2025-05-18 15:13:56.311126+00:00,8,8,69.7,70,189,180,67.8,70,3.04,66.3,70,0.0
2025-05-18 15:14:25.806134+00:00,8,8,69.7,70,189,180,66.9,70,3.03,68.8,70,0.0
2025-05-18 15:14:26.846427+00:00,8,8,69.7,70,189,180,66.9,70,3.03,68.7,70,0.0
2025-05-18 15:15:20.566815+00:00,8,8,69.7,70,189,180,67.3,70,3.03,67.5,70,0.0
2025-05-18 15:15:21.599380+00:00,8,8,69.8,70,189,180,67.3,70,3.03,67.7,70,0.0
2025-05-18 15:15:22.636430+00:00,8,8,69.6,70,189,180,67.2,70,3.03,67.6,70,0.0
2025-05-18 15:19:15.731824+00:00,8,8,69.4,70,189,180,69.4,70,3.06,68.4,70,0.0
2025-05-18 15:19:16.200523+00:00,8,8,69.4,70,189,180,69.5,70,3.06,68.2,70,0.0
2025-05-18 15:19:16.653731+00:00,8,8,69.4,70,189,180,69.5,70,3.06,68.3,70,0.0
2025-05-18 15:19:17.144581+00:00,8,8,69.4,70,189,180,69.6,70,3.06,68.3,70,0.0
2025-05-18 15:19:17.592175+00:00,8,8,69.5,70,189,180,69.5,70,3.06,68.3,70,0.0
2025-05-18 15:19:44.420958+00:00,8,8,69.4,70,189,180,70.3,70,3.05,70.8,70,0.0
2025-05-18 15:19:44.858629+00:00,8,8,69.5,70,189,180,70.3,70,3.05,70.8,70,0.0
2025-05-18 15:19:45.299394+00:00,8,8,69.4,70,189,180,70.4,70,3.04,70.8,70,0.0
2025-05-18 15:19:45.767063+00:00,8,8,69.4,70,189,180,70.4,70,3.04,70.8,70,0.0
2025-05-18 15:19:46.208047+00:00,8,8,69.5,70,189,180,70.5,70,3.04,70.9,70,0.0
2025-05-18 15:19:46.648814+00:00,8,8,69.4,70,189,180,70.3,70,3.04,70.9,70,0.0
2025-05-18 15:19:47.091149+00:00,8,8,69.5,70,189,180,70.4,70,3.04,71.0,70,0.0
2025-05-18 15:19:54.281202+00:00,8,8,69.4,70,189,180,70.6,70,3.03,70.4,70,0.0
2025-05-18 15:19:54.718653+00:00,8,8,69.4,70,189,180,70.6,70,3.03,70.3,70,0.0
2025-05-18 15:19:55.179094+00:00,8,8,69.5,70,189,180,70.6,70,3.03,70.2,70,0.0
2025-05-18 15:19:55.636306+00:00,8,8,69.4,70,189,180,70.6,70,3.03,70.1,70,0.0
2025-05-18 15:19:56.071052+00:00,8,8,69.5,70,189,180,70.6,70,3.03,70.1,70,0.0
2025-05-18 15:19:56.512035+00:00,8,8,69.5,70,189,180,70.6,70,3.03,69.9,70,0.0
2025-05-18 15:19:56.984051+00:00,8,8,69.4,70,189,180,70.6,70,3.04,69.9,70,0.0
2025-05-18 15:19:57.434062+00:00,8,8,69.4,70,189,180,70.6,70,3.04,69.9,70,0.0
2025-05-18 15:19:57.934212+00:00,8,8,69.4,70,189,180,70.6,70,3.04,69.7,70,0.0
2025-05-18 15:20:03.089824+00:00,8,8,69.5,70,189,180,70.5,70,3.04,69.1,70,0.0
2025-05-18 15:20:03.527358+00:00,8,8,69.5,70,189,180,70.4,70,3.04,69.1,70,0.0
2025-05-18 15:20:03.975048+00:00,8,8,69.5,70,189,180,70.4,70,3.04,69.0,70,0.0
2025-05-18 15:20:04.431425+00:00,8,8,69.5,70,189,180,70.4,70,3.04,68.9,70,0.0
2025-05-18 15:20:08.576450+00:00,8,8,69.5,70,189,180,70.1,70,3.04,68.5,70,0.0
2025-05-18 15:20:09.014096+00:00,8,8,69.5,70,189,180,70.2,70,3.04,68.4,70,0.0
2025-05-18 15:20:09.452280+00:00,8,8,69.5,70,189,180,70.1,70,3.03,68.4,70,0.0
2025-05-18 15:20:09.889733+00:00,8,8,69.4,70,189,180,70.0,70,3.03,68.5,70,0.0
2025-05-18 15:20:10.328102+00:00,8,8,69.5,70,189,180,70.0,70,3.03,68.4,70,0.0
2025-05-18 15:20:10.768866+00:00,8,8,69.5,70,189,180,70.0,70,3.03,68.4,70,0.0
2025-05-18 15:20:11.212961+00:00,8,8,69.5,70,189,180,69.9,70,3.03,68.3,70,0.0
2025-05-18 15:20:11.669361+00:00,8,8,69.4,70,189,180,69.9,70,3.03,68.3,70,0.0
2025-05-18 15:20:32.764141+00:00,8,8,69.5,70,189,180,69.1,70,3.03,70.0,70,0.0
2025-05-18 15:20:33.267400+00:00,8,8,69.4,70,189,180,69.2,70,3.03,70.1,70,0.0
2025-05-18 15:20:33.715170+00:00,8,8,69.5,70,189,180,69.2,70,3.03,70.1,70,0.0
2025-05-18 15:20:34.156137+00:00,8,8,69.4,70,189,180,69.1,70,3.03,70.1,70,0.0
2025-05-18 15:20:37.656177+00:00,8,8,69.5,70,189,180,69.1,70,3.03,70.4,70,0.0
2025-05-18 15:20:38.097073+00:00,8,8,69.4,70,189,180,69.1,70,3.03,70.6,70,0.0
2025-05-18 15:20:38.569022+00:00,8,8,69.5,70,189,180,69.2,70,3.03,70.6,70,0.0
2025-05-18 15:20:39.013385+00:00,8,8,69.5,70,189,180,69.2,70,3.03,70.5,70,0.0
2025-05-18 15:20:39.451058+00:00,8,8,69.5,70,189,180,69.1,70,3.03,70.7,70,0.0
2025-05-18 15:20:39.889216+00:00,8,8,69.5,70,189,180,69.2,70,3.03,70.7,70,0.0
2025-05-18 15:20:40.389179+00:00,8,8,69.5,70,189,180,69.1,70,3.03,70.6,70,0.0
2025-05-18 15:20:40.830742+00:00,8,8,69.5,70,189,180,69.3,70,3.03,70.7,70,0.0
2025-05-18 15:20:42.448029+00:00,8,8,69.5,70,189,180,69.3,70,3.03,70.9,70,0.0
2025-05-18 15:20:42.885502+00:00,8,8,69.5,70,189,180,69.3,70,3.03,70.9,70,0.0
2025-05-18 15:20:43.338602+00:00,8,8,69.5,70,189,180,69.3,70,3.03,70.9,70,0.0
2025-05-18 15:20:43.782846+00:00,8,8,69.5,70,189,180,69.3,70,3.03,71.0,70,0.0
2025-05-18 15:20:44.223773+00:00,8,8,69.5,70,189,180,69.2,70,3.03,71.0,70,0.0
2025-05-18 15:20:48.458227+00:00,8,8,69.4,70,189,180,69.4,70,3.03,71.0,70,0.0
2025-05-18 15:20:48.911228+00:00,8,8,69.6,70,189,180,69.4,70,3.03,71.0,70,0.0
2025-05-18 15:20:49.348763+00:00,8,8,69.5,70,189,180,69.5,70,3.03,70.9,70,0.0
2025-05-18 15:20:49.793366+00:00,8,8,69.5,70,189,180,69.5,70,3.03,70.9,70,0.0
2025-05-18 15:20:50.237370+00:00,8,8,69.5,70,189,180,69.5,70,3.03,70.8,70,0.0
2025-05-18 15:20:50.791135+00:00,8,8,69.4,70,189,180,69.6,70,3.03,70.8,70,0.0
2025-05-18 15:20:51.271460+00:00,8,8,69.5,70,189,180,69.6,70,3.03,70.6,70,0.0
2025-05-18 15:20:51.811724+00:00,8,8,69.5,70,189,180,69.6,70,3.03,70.5,70,0.0
2025-05-18 16:12:39.118338+00:00,8,8,69.5,70,182,180,68.9,70,3.03,69.9,70,0.0
2025-05-18 16:12:39.621878+00:00,8,8,69.5,70,182,180,69.0,70,3.03,69.7,70,0.0
2025-05-18 16:12:40.047270+00:00,8,8,69.5,70,182,180,69.0,70,3.03,69.7,70,0.0
2025-05-18 16:12:40.489148+00:00,8,8,69.5,70,182,180,69.0,70,3.03,69.7,70,0.0
2025-05-18 16:13:54.633191+00:00,8,8,69.7,70,187,180,69.0,70,3.04,68.5,70,0.0
2025-05-18 16:13:55.055024+00:00,8,8,69.6,70,187,180,68.9,70,3.04,68.4,70,0.0
2025-05-18 16:13:55.476854+00:00,8,8,69.6,70,187,180,68.9,70,3.04,68.4,70,0.0
2025-05-18 16:13:55.926678+00:00,8,8,69.6,70,187,180,68.9,70,3.04,68.4,70,0.0
2025-05-18 16:15:06.357314+00:00,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70,0.0
2025-05-18 16:15:06.779359+00:00,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70,0.0
2025-05-18 16:15:07.229606+00:00,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70,0.0
2025-05-18 16:15:07.670730+00:00,8,8,69.8,70,188,180,68.9,70,3.05,68.2,70,0.0
2025-05-18 16:17:10.235010+00:00,8,8,70.1,70,188,180,69.6,70,3.07,69.2,70,0.0
2025-05-18 16:17:10.672508+00:00,8,8,70.1,70,188,180,69.6,70,3.07,69.2,70,0.0
2025-05-18 16:17:11.098010+00:00,8,8,70.1,70,188,180,69.6,70,3.07,69.2,70,0.0
2025-05-18 16:17:11.733341+00:00,8,8,70.1,70,189,180,69.7,70,3.07,69.2,70,0.0
2025-05-18 16:18:02.181375+00:00,8,8,70.2,70,189,180,68.8,70,3.05,70.5,70,0.0
2025-05-18 16:18:02.647301+00:00,8,8,70.2,70,189,180,68.9,70,3.05,70.5,70,0.0
2025-05-18 16:18:03.091688+00:00,8,8,70.2,70,189,180,68.9,70,3.05,70.6,70,0.0
2025-05-18 16:18:03.517200+00:00,8,8,70.2,70,189,180,68.9,70,3.05,70.5,70,0.0
2025-05-18 16:18:30.758512+00:00,8,8,70.2,70,190,180,69.0,70,3.03,68.0,70,0.0
2025-05-18 16:18:31.196122+00:00,8,8,70.1,70,190,180,69.0,70,3.03,68.1,70,0.0
2025-05-18 16:18:31.637111+00:00,8,8,70.2,70,190,180,69.0,70,3.03,67.9,70,0.0
2025-05-18 16:18:32.065888+00:00,8,8,70.2,70,190,180,68.9,70,3.03,67.8,70,0.0
2025-05-18 16:18:32.488562+00:00,8,8,70.2,70,190,180,68.8,70,3.03,67.7,70,0.0
2025-05-18 16:18:46.050314+00:00,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70,0.0
2025-05-18 16:18:46.568771+00:00,8,8,70.2,70,190,180,68.5,70,3.06,67.0,70,0.0
2025-05-18 16:18:47.009887+00:00,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70,0.0
2025-05-18 16:18:47.428796+00:00,8,8,70.2,70,190,180,68.6,70,3.06,67.2,70,0.0
2025-05-18 16:18:47.854222+00:00,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70,0.0
2025-05-18 16:18:48.303335+00:00,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70,0.0
2025-05-18 16:18:48.725931+00:00,8,8,70.2,70,190,180,68.5,70,3.06,67.1,70,0.0
2025-05-18 16:18:51.232592+00:00,8,8,70.2,70,190,180,68.4,70,3.03,67.2,70,0.0
2025-05-18 16:18:51.673532+00:00,8,8,70.3,70,190,180,68.4,70,3.03,67.3,70,0.0
2025-05-18 16:18:52.211663+00:00,8,8,70.2,70,190,180,68.4,70,3.03,67.3,70,0.0
2025-05-18 16:18:52.655930+00:00,8,8,70.3,70,190,180,68.4,70,3.03,67.3,70,0.0
2025-05-18 16:19:06.492752+00:00,8,8,70.2,70,190,180,68.5,70,3.04,68.6,70,0.0
2025-05-18 16:19:06.914583+00:00,8,8,70.3,70,190,180,68.7,70,3.04,68.8,70,0.0
2025-05-18 16:19:07.356527+00:00,8,8,70.2,70,190,180,68.6,70,3.04,68.7,70,0.0
2025-05-18 16:19:07.803224+00:00,8,8,70.2,70,190,180,68.5,70,3.04,68.8,70,0.0
2025-05-18 16:19:51.380347+00:00,8,8,70.5,70,190,180,69.2,70,3.02,67.5,70,0.0
2025-05-18 16:19:51.805644+00:00,8,8,70.4,70,190,180,69.1,70,3.02,67.5,70,0.0
2025-05-18 16:19:52.251029+00:00,8,8,70.3,70,190,180,69.1,70,3.02,67.6,70,0.0
2025-05-18 16:19:52.679685+00:00,8,8,70.4,70,190,180,69.2,70,3.02,67.7,70,0.0
2025-05-18 16:21:17.989305+00:00,8,8,70.5,70,190,180,68.8,70,3.02,69.6,70,0.0
2025-05-18 16:21:18.426759+00:00,8,8,70.5,70,190,180,68.9,70,3.02,69.7,70,0.0
2025-05-18 16:21:18.852054+00:00,8,8,70.5,70,190,180,68.8,70,3.02,69.7,70,0.0
2025-05-18 16:21:19.296423+00:00,8,8,70.5,70,190,180,68.8,70,3.02,69.8,70,0.0
2025-05-18 16:23:25.468577+00:00,8,8,70.5,70,189,180,68.5,70,3.03,68.5,70,0.0
2025-05-18 16:23:25.909500+00:00,8,8,70.5,70,189,180,68.5,70,3.03,68.6,70,0.0
2025-05-18 16:23:26.412924+00:00,8,8,70.5,70,189,180,68.4,70,3.03,68.5,70,0.0
2025-05-18 16:23:26.834753+00:00,8,8,70.4,70,189,180,68.4,70,3.03,68.6,70,0.0
2025-05-18 16:23:58.244308+00:00,8,8,70.6,70,189,180,68.3,70,3.07,66.5,70,0.0
2025-05-18 16:23:58.666138+00:00,8,8,70.6,70,189,180,68.4,70,3.07,66.5,70,0.0
2025-05-18 16:23:59.104390+00:00,8,8,70.6,70,189,180,68.3,70,3.07,66.4,70,0.0
2025-05-18 16:23:59.607702+00:00,8,8,70.5,70,189,180,68.3,70,3.07,66.5,70,0.0
2025-05-18 16:24:32.216842+00:00,8,8,70.5,70,189,180,68.7,70,3.06,68.7,70,0.0
2025-05-18 16:24:32.635824+00:00,8,8,70.5,70,189,180,68.7,70,3.06,68.6,70,0.0
2025-05-18 16:24:33.104614+00:00,8,8,70.5,70,189,180,68.9,70,3.06,68.6,70,0.0
2025-05-18 16:24:33.620396+00:00,8,8,70.5,70,189,180,68.8,70,3.06,68.4,70,0.0
2025-05-18 16:24:58.876268+00:00,8,8,70.5,70,190,180,68.5,70,3.05,66.6,70,0.0
2025-05-18 16:24:59.332645+00:00,8,8,70.5,70,190,180,68.4,70,3.05,66.6,70,0.0
2025-05-18 16:24:59.757792+00:00,8,8,70.5,70,190,180,68.5,70,3.05,66.7,70,0.0
2025-05-18 16:25:00.261033+00:00,8,8,70.5,70,190,180,68.3,70,3.05,66.7,70,0.0
2025-05-18 16:25:31.138048+00:00,8,8,70.5,70,190,180,67.9,70,3.03,67.7,70,0.0
2025-05-18 16:25:31.559878+00:00,8,8,70.5,70,190,180,68.0,70,3.03,67.6,70,0.0
2025-05-18 16:25:32.012967+00:00,8,8,70.5,70,190,180,67.9,70,3.03,67.5,70,0.0
2025-05-18 16:25:32.437468+00:00,8,8,70.5,70,190,180,67.9,70,3.03,67.5,70,0.0
2025-05-18 16:26:24.697413+00:00,8,8,70.5,70,191,180,67.7,70,3.02,67.5,70,0.0
2025-05-18 16:26:25.231976+00:00,8,8,70.5,70,191,180,67.6,70,3.02,67.4,70,0.0
2025-05-18 16:26:25.669562+00:00,8,8,70.5,70,191,180,67.7,70,3.02,67.4,70,0.0
2025-05-18 16:26:26.094937+00:00,8,8,70.5,70,191,180,67.7,70,3.02,67.4,70,0.0
2025-05-18 16:26:26.563725+00:00,8,8,70.5,70,191,180,67.7,70,3.02,67.3,70,0.0
2025-05-18 16:26:27.020128+00:00,8,8,70.5,70,191,180,67.6,70,3.02,67.3,70,0.0
2025-05-18 16:26:27.441948+00:00,8,8,70.5,70,191,180,67.7,70,3.02,67.2,70,0.0
2025-05-18 16:27:47.620806+00:00,8,8,70.4,70,191,180,68.4,70,3.02,66.2,70,0.0
2025-05-18 16:27:48.042643+00:00,8,8,70.4,70,191,180,68.4,70,3.02,66.1,70,0.0
2025-05-18 16:27:48.467789+00:00,8,8,70.3,70,191,180,68.4,70,3.02,66.2,70,0.0
2025-05-18 16:27:48.890590+00:00,8,8,70.4,70,191,180,68.4,70,3.02,66.2,70,0.0
2025-05-18 16:27:49.362617+00:00,8,8,70.4,70,191,180,68.4,70,3.02,66.1,70,0.0
2025-05-18 16:28:20.587957+00:00,8,8,70.3,70,191,180,67.4,70,3.03,68.5,70,0.0
2025-05-18 16:28:21.009792+00:00,8,8,70.4,70,191,180,67.4,70,3.03,68.4,70,0.0
2025-05-18 16:28:21.462874+00:00,8,8,70.3,70,191,180,67.4,70,3.03,68.4,70,0.0
2025-05-18 16:28:21.962814+00:00,8,8,70.3,70,191,180,67.4,70,3.03,68.6,70,0.0
2025-05-18 16:28:55.959106+00:00,8,8,70.5,70,191,180,67.7,70,3.09,66.0,70,0.0
2025-05-18 16:28:56.381109+00:00,8,8,70.4,70,191,180,67.7,70,3.09,66.0,70,0.0
2025-05-18 16:28:56.821974+00:00,8,8,70.4,70,191,180,67.7,70,3.09,66.0,70,0.0
2025-05-18 16:28:57.259427+00:00,8,8,70.4,70,191,180,67.7,70,3.09,66.1,70,0.0
2025-05-18 16:28:57.681258+00:00,8,8,70.4,70,191,180,67.8,70,3.09,66.1,70,0.0
2025-05-18 16:28:58.107798+00:00,8,8,70.4,70,191,180,67.7,70,3.09,66.1,70,0.0
2025-05-18 16:28:58.529839+00:00,8,8,70.4,70,191,180,67.8,70,3.09,66.2,70,0.0
2025-05-18 16:29:00.435870+00:00,8,8,70.4,70,191,180,67.9,70,3.01,66.3,70,0.0
2025-05-18 16:29:00.857704+00:00,8,8,70.4,70,191,180,67.9,70,3.01,66.3,70,0.0
2025-05-18 16:29:01.282839+00:00,8,8,70.4,70,191,180,67.8,70,3.01,66.3,70,0.0
2025-05-18 16:29:01.720295+00:00,8,8,70.4,70,191,180,68.0,70,3.01,66.3,70,0.0
2025-05-18 16:29:02.157866+00:00,8,8,70.4,70,191,180,67.9,70,3.01,66.3,70,0.0
2025-05-19 13:59:59.604174+00:00,8,8,70.0,70,149,170,69.3,70,3.01,70.2,70,0.0
2025-05-19 14:00:00.135365+00:00,8,8,70.0,70,149,170,69.4,70,3.01,70.3,70,0.0
2025-05-19 14:00:00.572834+00:00,8,8,70.0,70,149,170,69.4,70,3.01,70.4,70,0.0
2025-05-19 14:00:01.017616+00:00,8,8,70.1,70,149,170,69.4,70,3.01,70.4,70,0.0
2025-05-19 14:00:01.481618+00:00,8,8,70.1,70,149,170,69.4,70,3.01,70.5,70,0.0
2025-05-19 14:00:26.482234+00:00,8,8,70.1,70,153,170,69.9,70,3.19,68.7,70,0.0
2025-05-19 14:00:26.919691+00:00,8,8,70.1,70,153,170,69.9,70,3.19,68.8,70,0.0
2025-05-19 14:00:27.407342+00:00,8,8,70.1,70,154,170,69.9,70,3.19,68.6,70,0.0
2025-05-19 14:00:27.866852+00:00,8,8,70.0,70,156,170,70.0,70,3.19,68.6,70,0.0
2025-05-19 14:00:28.310947+00:00,8,8,70.1,70,159,170,70.0,70,3.19,68.5,70,0.0
2025-05-19 14:01:24.320540+00:00,8,8,70.1,70,162,170,69.5,70,2.97,68.2,70,0.0
2025-05-19 14:01:24.762257+00:00,8,8,70.0,70,162,170,69.4,70,2.97,68.2,70,0.0
2025-05-19 14:01:25.203013+00:00,8,8,70.0,70,161,170,69.5,70,2.97,68.1,70,0.0
2025-05-19 14:01:25.647141+00:00,8,8,70.1,70,159,170,69.4,70,2.97,68.1,70,0.0
2025-05-19 14:01:30.716144+00:00,8,8,70.1,70,157,170,69.4,70,3.12,67.7,70,0.0
2025-05-19 14:01:31.153596+00:00,8,8,70.1,70,157,170,69.3,70,3.12,67.8,70,0.0
2025-05-19 14:01:31.600982+00:00,8,8,70.2,70,157,170,69.4,70,3.12,67.9,70,0.0
2025-05-19 14:01:32.041737+00:00,8,8,70.2,70,157,170,69.4,70,3.12,67.9,70,0.0
2025-05-19 14:01:32.479190+00:00,8,8,70.2,70,157,170,69.4,70,3.12,67.8,70,0.0
2025-05-19 14:01:32.923156+00:00,8,8,70.1,70,157,170,69.4,70,3.12,67.8,70,0.0
2025-05-19 14:01:41.100648+00:00,8,8,70.1,70,160,170,69.5,70,3.08,68.5,70,0.0
2025-05-19 14:01:41.535201+00:00,8,8,70.2,70,160,170,69.5,70,3.08,68.4,70,0.0
2025-05-19 14:01:41.982447+00:00,8,8,70.2,70,160,170,69.4,70,3.08,68.5,70,0.0
2025-05-19 14:01:42.438847+00:00,8,8,70.2,70,160,170,69.5,70,3.08,68.5,70,0.0
2025-05-19 14:01:42.892958+00:00,8,8,70.2,70,160,170,69.5,70,3.08,68.6,70,0.0
2025-05-19 14:01:43.365988+00:00,8,8,70.2,70,160,170,69.6,70,3.08,68.7,70,0.0
2025-05-19 14:02:14.284521+00:00,8,8,70.3,70,161,170,70.0,70,3.08,69.5,70,0.0
2025-05-19 14:02:14.753243+00:00,8,8,70.2,70,161,170,70.1,70,3.08,69.4,70,0.0
2025-05-19 14:02:15.236626+00:00,8,8,70.3,70,161,170,70.0,70,3.08,69.3,70,0.0
2025-05-19 14:02:15.696348+00:00,8,8,70.3,70,161,170,70.0,70,3.08,69.3,70,0.0
2025-05-19 14:03:04.022585+00:00,8,8,70.3,70,164,170,68.9,70,3.01,70.4,70,0.0
2025-05-19 14:03:04.460061+00:00,8,8,70.5,70,164,170,68.9,70,3.01,70.6,70,0.0
2025-05-19 14:03:04.916266+00:00,8,8,70.3,70,164,170,68.9,70,3.01,70.6,70,0.0
2025-05-19 14:03:05.363612+00:00,8,8,70.3,70,164,170,68.9,70,3.01,70.5,70,0.0
2025-05-19 14:03:05.850825+00:00,8,8,70.3,70,164,170,68.8,70,3.01,70.4,70,0.0
2025-05-19 14:04:47.819048+00:00,8,8,70.5,70,169,170,69.1,70,2.96,69.4,70,0.0
2025-05-19 14:04:48.257415+00:00,8,8,70.5,70,169,170,69.0,70,2.96,69.4,70,0.0
2025-05-19 14:04:48.694862+00:00,8,8,70.5,70,168,170,69.1,70,2.96,69.4,70,0.0
2025-05-19 14:04:49.147938+00:00,8,8,70.5,70,166,170,69.1,70,2.96,69.5,70,0.0
2025-05-19 14:05:51.256044+00:00,8,8,70.6,70,162,170,68.3,70,3.09,69.8,70,0.0
2025-05-19 14:05:51.712613+00:00,8,8,70.7,70,162,170,68.3,70,3.09,69.8,70,0.0
2025-05-19 14:05:52.153534+00:00,8,8,70.7,70,162,170,68.3,70,3.09,69.8,70,0.0
2025-05-19 14:05:52.591197+00:00,8,8,70.6,70,162,170,68.3,70,3.09,69.8,70,0.0
2025-05-19 14:07:47.753072+00:00,8,8,70.7,70,163,170,69.0,70,3.11,69.1,70,0.0
2025-05-19 14:07:48.250084+00:00,8,8,70.6,70,163,170,68.9,70,3.11,69.0,70,0.0
2025-05-19 14:07:48.688111+00:00,8,8,70.7,70,163,170,68.9,70,3.11,68.9,70,0.0
2025-05-19 14:07:49.110520+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.9,70,0.0
2025-05-19 14:07:49.563592+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.8,70,0.0
2025-05-19 14:07:50.004370+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.8,70,0.0
2025-05-19 14:07:50.445121+00:00,8,8,70.6,70,163,170,68.8,70,3.11,68.6,70,0.0
2025-05-19 14:07:50.874534+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.6,70,0.0
2025-05-19 14:07:51.309068+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.4,70,0.0
2025-05-19 14:07:51.749862+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.4,70,0.0
2025-05-19 14:07:52.184561+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.5,70,0.0
2025-05-19 14:07:52.626831+00:00,8,8,70.7,70,163,170,68.9,70,3.11,68.3,70,0.0
2025-05-19 14:07:53.070347+00:00,8,8,70.6,70,163,170,68.9,70,3.11,68.1,70,0.0
2025-05-19 14:08:35.400344+00:00,8,8,70.6,70,165,170,68.2,70,2.95,69.3,70,0.0
2025-05-19 14:08:35.859206+00:00,8,8,70.6,70,165,170,68.2,70,2.95,69.4,70,0.0
2025-05-19 14:08:36.296737+00:00,8,8,70.6,70,164,170,68.1,70,2.95,69.3,70,0.0
2025-05-19 14:08:36.715786+00:00,8,8,70.7,70,161,170,68.2,70,2.95,69.4,70,0.0
2025-05-19 14:09:19.869552+00:00,8,8,70.5,70,146,170,68.4,70,3.08,67.0,70,0.0
2025-05-19 14:09:20.307223+00:00,8,8,70.5,70,146,170,68.4,70,3.08,67.1,70,0.0
2025-05-19 14:09:20.771693+00:00,8,8,70.5,70,146,170,68.3,70,3.08,67.1,70,0.0
2025-05-19 14:09:21.212460+00:00,8,8,70.5,70,146,170,68.4,70,3.08,67.1,70,0.0
2025-05-19 14:09:52.615988+00:00,8,8,70.5,70,173,170,68.2,70,3.09,68.3,70,0.0
2025-05-19 14:09:53.069044+00:00,8,8,70.5,70,173,170,68.2,70,3.09,68.4,70,0.0
2025-05-19 14:09:53.508618+00:00,8,8,70.5,70,174,170,68.1,70,3.09,68.2,70,0.0
2025-05-19 14:09:53.948105+00:00,8,8,70.5,70,176,170,68.1,70,3.09,68.1,70,0.0
2025-05-19 14:09:54.439073+00:00,8,8,70.5,70,178,170,68.0,70,3.09,68.1,70,0.0
2025-05-19 14:10:09.812646+00:00,8,8,70.5,70,178,170,67.2,70,3.11,66.6,70,0.0
2025-05-19 14:10:10.253329+00:00,8,8,70.5,70,178,170,67.2,70,3.11,66.5,70,0.0
2025-05-19 14:10:10.691086+00:00,8,8,70.5,70,179,170,67.3,70,3.11,66.6,70,0.0
2025-05-19 14:10:11.119564+00:00,8,8,70.6,70,180,170,67.2,70,3.11,66.5,70,0.0
2025-05-19 14:10:18.809558+00:00,8,8,70.5,70,182,170,67.2,70,2.99,67.0,70,0.0
2025-05-19 14:10:19.262640+00:00,8,8,70.5,70,182,170,67.2,70,2.99,67.1,70,0.0
2025-05-19 14:10:19.718955+00:00,8,8,70.5,70,182,170,67.3,70,2.99,67.1,70,0.0
2025-05-19 14:10:20.159815+00:00,8,8,70.5,70,180,170,67.2,70,2.99,67.1,70,0.0
2025-05-19 14:11:18.548097+00:00,8,8,70.5,70,179,170,68.2,70,3.05,67.4,70,0.0
2025-05-19 14:11:18.985854+00:00,8,8,70.5,70,179,170,68.3,70,3.05,67.6,70,0.0
2025-05-19 14:11:19.445393+00:00,8,8,70.5,70,179,170,68.3,70,3.05,67.5,70,0.0
2025-05-19 14:11:19.882846+00:00,8,8,70.5,70,179,170,68.1,70,3.05,67.6,70,0.0
2025-05-19 14:11:53.713385+00:00,8,8,70.5,70,179,170,67.3,70,3.16,66.7,70,0.0
2025-05-19 14:11:54.154162+00:00,8,8,70.6,70,179,170,67.3,70,3.16,66.7,70,0.0
2025-05-19 14:11:54.648318+00:00,8,8,70.5,70,180,170,67.3,70,3.16,66.6,70,0.0
2025-05-19 14:11:55.092502+00:00,8,8,70.5,70,182,170,67.3,70,3.16,66.6,70,0.0
2025-05-19 14:12:08.186304+00:00,8,8,70.5,70,188,170,67.9,70,3.02,66.4,70,0.0
2025-05-19 14:12:08.623756+00:00,8,8,70.6,70,188,170,68.0,70,3.02,66.4,70,0.0
