timestamp,model_filename,r2,mse,rmse,data_size
2025-06-10 01:55:54,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287698e-05,0.009125036841179162,3220
2025-06-10 01:56:20,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410517,8.326629735287695e-05,0.00912503684117916,3220
2025-06-10 01:57:07,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410517,8.326629735287699e-05,0.009125036841179162,3220
2025-06-10 02:24:48,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287699e-05,0.009125036841179162,3220
2025-06-10 02:25:14,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287699e-05,0.009125036841179162,3220
2025-06-10 11:10:04,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287699e-05,0.009125036841179162,3220
2025-06-10 11:11:10,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287698e-05,0.009125036841179162,3220
2025-06-10 14:33:04,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410517,8.326629735287694e-05,0.00912503684117916,3220
2025-06-10 14:33:53,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287699e-05,0.009125036841179162,3220
2025-06-10 14:34:06,20250610_RandomForest_r2_0.9523_mae_0.005039.pkl,0.9522744293410516,8.326629735287698e-05,0.009125036841179162,3220
