time,E_scr_pv,E_scr_sv,c_temp_pv,c_temp_sv,k_rpm_pv,k_rpm_sv,n_temp_pv,n_temp_sv,scale_pv,s_temp_pv,s_temp_sv
2025-10-16 06:09:04.367107+00:00,8,8,69.8,70,180,400,70.7,70,0,69.7,70
2025-10-16 06:09:06.007555+00:00,8,8,69.7,70,180,400,70.8,70,0,69.9,70
2025-10-16 06:09:07.101202+00:00,8,8,69.7,70,180,1800,70.6,70,0,69.9,70
2025-10-16 06:09:08.194812+00:00,8,8,69.9,70,176,1760,70.6,70,0,70,70
2025-10-16 06:09:09.288461+00:00,8,8,69.8,70,174,1740,70.6,70,0,70.1,70
2025-10-16 06:09:10.382092+00:00,8,8,69.8,70,174,1740,70.5,70,0,70.2,70
2025-10-16 06:09:11.460108+00:00,8,8,69.8,70,174,1740,70.4,70,0,70.4,70
2025-10-16 06:09:12.600609+00:00,8,8,69.7,70,174,1740,70.3,70,0,70.4,70
2025-10-16 06:09:13.678619+00:00,8,8,69.8,70,174,1740,70.3,70,0,70.5,70
2025-10-16 06:09:14.787869+00:00,8,8,69.9,70,173,1730,70.3,70,0,70.6,70
2025-10-16 06:09:15.850262+00:00,8,8,69.7,70,173,1730,70.2,70,0,70.7,70
2025-10-16 06:09:16.928272+00:00,8,8,69.8,70,173,1730,70.1,70,0,70.7,70
2025-10-16 06:09:17.990664+00:00,8,8,69.8,70,173,1730,70,70,0,70.7,70
2025-10-16 06:09:19.053047+00:00,8,8,69.7,70,173,1730,69.9,70,0,70.8,70
2025-10-16 06:09:20.115436+00:00,8,8,69.7,70,169,1690,69.8,70,0,70.8,70
2025-10-16 06:09:21.193439+00:00,8,8,69.8,70,167,1670,69.8,70,0,70.8,70
2025-10-16 06:09:22.333955+00:00,8,8,69.8,70,167,1670,69.8,70,0,70.5,70
2025-10-16 06:09:23.427505+00:00,8,8,69.8,70,165,1650,69.7,70,0,70.3,70
2025-10-16 06:09:24.505525+00:00,8,8,69.7,70,165,1650,69.6,70,0,70.2,70
2025-10-16 06:09:25.583605+00:00,8,8,69.8,70,165,1650,69.7,70,0,69.9,70
2025-10-16 06:09:26.677207+00:00,8,8,69.7,70,165,1650,69.6,70,0,69.8,70
2025-10-16 06:09:27.817682+00:00,8,8,69.8,70,165,1650,69.6,70,0,69.5,70
2025-10-16 06:09:28.880092+00:00,8,8,69.8,70,161,1610,69.6,70,0,69.2,70
2025-10-16 06:09:29.989309+00:00,8,8,69.8,70,155,1550,69.4,70,0,69,70
2025-10-16 06:09:31.051776+00:00,8,8,69.9,70,152,1520,69.5,70,0,69,70
2025-10-16 06:09:32.129801+00:00,8,8,69.8,70,151,1510,69.4,70,0,68.8,70
2025-10-16 06:09:33.192162+00:00,8,8,69.7,70,151,1510,69.4,70,0,68.7,70
2025-10-16 06:09:34.270184+00:00,8,8,69.8,70,151,1510,69.5,70,0,68.5,70
2025-10-16 06:09:35.332577+00:00,8,8,69.8,70,151,1510,69.3,70,0,68.3,70
2025-10-16 06:09:36.410503+00:00,8,8,69.8,70,151,1510,69.3,70,0,68.2,70
2025-10-16 06:09:37.504207+00:00,8,8,69.8,70,147,1470,69.3,70,0,68.1,70
2025-10-16 06:09:38.566606+00:00,8,8,69.9,70,144,1440,69.3,70,0,68.1,70
2025-10-16 06:09:39.644616+00:00,8,8,69.8,70,144,1440,69.2,70,0,68.1,70
2025-10-16 06:09:40.707002+00:00,8,8,69.8,70,144,1440,69.2,70,0,68.1,70
2025-10-16 06:09:41.785024+00:00,8,8,69.8,70,144,1440,69.3,70,0,68,70
2025-10-16 06:09:42.847408+00:00,8,8,69.8,70,144,1440,69.3,70,3.03,67.9,70
2025-10-16 06:09:43.909787+00:00,8,8,69.8,70,144,1440,69.3,70,3.03,68,70
2025-10-16 06:09:44.972174+00:00,8,8,69.8,70,144,1440,69.3,70,0,68.1,70
2025-10-16 06:09:46.050187+00:00,8,8,69.8,70,144,1440,69.3,70,0,68,70
2025-10-16 06:09:47.206322+00:00,8,8,69.8,70,144,1440,69.4,70,0,68.2,70
2025-10-16 06:09:48.284327+00:00,8,8,69.8,70,144,1440,69.3,70,0,68.3,70
2025-10-16 06:09:49.346710+00:00,8,8,69.8,70,144,1440,69.4,70,0,68.3,70
2025-10-16 06:09:50.424727+00:00,8,8,69.8,70,144,1440,69.4,70,0,68.4,70
2025-10-16 06:09:51.549604+00:00,8,8,69.8,70,147,1470,69.5,70,0,68.6,70
2025-10-16 06:09:52.627613+00:00,8,8,69.8,70,148,1480,69.6,70,0,68.7,70
2025-10-16 06:09:53.690003+00:00,8,8,69.8,70,148,1480,69.5,70,0,68.8,70
2025-10-16 06:09:54.752388+00:00,8,8,69.9,70,148,1480,69.6,70,0,68.9,70
2025-10-16 06:09:55.955398+00:00,8,8,69.8,70,148,1480,69.7,70,0,69,70
2025-10-16 06:09:57.033406+00:00,8,8,69.9,70,148,1480,69.7,70,0,69.2,70
2025-10-16 06:09:58.095791+00:00,8,8,69.8,70,148,1480,69.8,70,0,69.2,70
2025-10-16 06:09:59.736155+00:00,8,8,69.8,70,148,1480,69.9,70,0,69.4,70
2025-10-16 06:10:00.814246+00:00,8,8,69.9,70,148,1480,69.9,70,0,69.5,70
2025-10-16 06:10:01.876631+00:00,8,8,69.9,70,148,1480,70,70,0,69.6,70
2025-10-16 06:10:02.970270+00:00,8,8,69.8,70,148,1480,70,70,0,69.7,70
2025-10-16 06:10:04.048281+00:00,8,8,69.8,70,150,1500,70,70,0,69.9,70
2025-10-16 06:10:05.126293+00:00,8,8,69.8,70,155,1550,70.1,70,0,70,70
2025-10-16 06:10:06.298047+00:00,8,8,69.9,70,155,1550,70.1,70,0,70.1,70
2025-10-16 06:10:07.360429+00:00,8,8,69.8,70,155,1550,70.3,70,0,70.3,70
2025-10-16 06:10:08.438437+00:00,8,8,69.9,70,155,1550,70.3,70,0,70.3,70
2025-10-16 06:10:09.516450+00:00,8,8,69.8,70,155,1550,70.4,70,0,70.4,70
2025-10-16 06:10:10.610086+00:00,8,8,69.8,70,155,1550,70.3,70,0,70.5,70
2025-10-16 06:10:11.688094+00:00,8,8,70,70,156,1560,70.5,70,0,70.6,70
2025-10-16 06:10:12.766102+00:00,8,8,69.9,70,156,1560,70.3,70,0,70.7,70
2025-10-16 06:10:13.828500+00:00,8,8,69.9,70,156,1560,70.4,70,0,70.8,70
2025-10-16 06:10:14.922136+00:00,8,8,69.8,70,156,1560,70.5,70,0,70.9,70
2025-10-16 06:10:16.000134+00:00,8,8,69.8,70,156,1560,70.5,70,0,70.9,70
2025-10-16 06:10:17.062526+00:00,8,8,69.9,70,156,1560,70.5,70,0,71,70
2025-10-16 06:10:18.140533+00:00,8,8,69.8,70,156,1560,70.5,70,0,71,70
2025-10-16 06:10:19.234088+00:00,8,8,69.9,70,156,1560,70.5,70,0,71.1,70
2025-10-16 06:10:20.312179+00:00,8,8,69.9,70,156,1560,70.5,70,0,71,70
2025-10-16 06:10:21.390199+00:00,8,8,69.9,70,156,1560,70.5,70,0,70.9,70
2025-10-16 06:10:22.452581+00:00,8,8,70,70,156,1560,70.6,70,0,70.8,70
2025-10-16 06:10:23.577457+00:00,8,8,69.8,70,156,1560,70.6,70,0,70.7,70
2025-10-16 06:10:24.717968+00:00,8,8,69.8,70,156,1560,70.5,70,0,70.6,70
2025-10-16 06:10:25.780347+00:00,8,8,69.9,70,156,1560,70.6,70,0,70.6,70
2025-10-16 06:10:26.842743+00:00,8,8,69.9,70,156,1560,70.5,70,0,70.5,70
2025-10-16 06:10:27.920745+00:00,8,8,69.9,70,156,1560,70.5,70,0,70.3,70
2025-10-16 06:10:29.045628+00:00,8,8,69.9,70,156,1560,70.5,70,0,70.2,70
2025-10-16 06:10:30.123637+00:00,8,8,69.9,70,156,1560,70.4,70,0,69.9,70
2025-10-16 06:10:31.201635+00:00,8,8,69.8,70,156,1560,70.4,70,0,69.7,70
2025-10-16 06:10:32.295284+00:00,8,8,70,70,156,1560,70.3,70,0,69.5,70
2025-10-16 06:10:33.404542+00:00,8,8,69.9,70,156,1560,70.4,70,0,69.3,70
2025-10-16 06:10:34.482556+00:00,8,8,69.9,70,156,1560,70.2,70,0,69.1,70
2025-10-16 06:10:35.560566+00:00,8,8,69.8,70,156,1560,70.1,70,0,69.1,70
2025-10-16 06:10:36.701076+00:00,8,8,69.9,70,158,1580,70.1,70,0,68.9,70
2025-10-16 06:10:37.779075+00:00,8,8,69.9,70,160,1600,70,70,0,68.7,70
2025-10-16 06:10:38.872709+00:00,8,8,69.9,70,160,1600,69.9,70,0,68.7,70
2025-10-16 06:10:39.950725+00:00,8,8,69.9,70,160,1600,70,70,0,68.6,70
2025-10-16 06:10:41.028731+00:00,8,8,69.9,70,160,1600,69.9,70,0,68.5,70
2025-10-16 06:10:42.091120+00:00,8,8,69.9,70,160,1600,69.9,70,0,68.4,70
2025-10-16 06:10:43.200371+00:00,8,8,69.9,70,160,1600,69.8,70,0,68.3,70
2025-10-16 06:10:44.278307+00:00,8,8,70,70,160,1600,69.8,70,0,68.2,70
2025-10-16 06:10:45.340786+00:00,8,8,69.9,70,160,1600,69.7,70,0,68,70
2025-10-16 06:10:46.418784+00:00,8,8,69.9,70,160,1600,69.6,70,0,68,70
2025-10-16 06:10:47.481176+00:00,8,8,69.9,70,160,1600,69.6,70,0,67.9,70
2025-10-16 06:10:48.559186+00:00,8,8,69.9,70,160,1600,69.6,70,0,67.9,70
2025-10-16 06:10:49.652818+00:00,8,8,69.9,70,160,1600,69.5,70,0,67.8,70
2025-10-16 06:10:50.746451+00:00,8,8,69.9,70,160,1600,69.5,70,0,67.9,70
2025-10-16 06:10:51.824466+00:00,8,8,70,70,160,1600,69.3,70,0,67.9,70
2025-10-16 06:10:52.949347+00:00,8,8,69.9,70,160,1600,69.5,70,3.19,67.9,70
2025-10-16 06:10:54.027362+00:00,8,8,69.9,70,163,1630,69.3,70,0,68,70
2025-10-16 06:10:55.105366+00:00,8,8,70,70,163,1630,69.3,70,0,68,70
2025-10-16 06:10:56.230270+00:00,8,8,69.9,70,163,1630,69.3,70,0,68.2,70
2025-10-16 06:10:57.292632+00:00,8,8,69.9,70,163,1630,69.3,70,0,68.3,70
2025-10-16 06:10:58.417514+00:00,8,8,69.9,70,163,1630,69.3,70,0,68.3,70
2025-10-16 06:10:59.589185+00:00,8,8,70.1,70,163,1630,69.3,70,0,68.5,70
2025-10-16 06:11:00.651649+00:00,8,8,69.9,70,163,1630,69.4,70,0,68.5,70
2025-10-16 06:11:01.760835+00:00,8,8,69.9,70,163,1630,69.4,70,0,68.8,70
2025-10-16 06:11:02.838920+00:00,8,8,69.9,70,163,1630,69.4,70,0,68.8,70
2025-10-16 06:11:03.901308+00:00,8,8,70,70,163,1630,69.4,70,0,68.9,70
2025-10-16 06:11:04.994949+00:00,8,8,70,70,163,1630,69.7,70,0,69.1,70
2025-10-16 06:11:06.072949+00:00,8,8,69.9,70,163,1630,69.5,70,0,69.2,70
2025-10-16 06:11:07.135337+00:00,8,8,70,70,163,1630,69.5,70,0,69.3,70
2025-10-16 06:11:08.213361+00:00,8,8,69.9,70,163,1630,69.6,70,0,69.3,70
2025-10-16 06:11:09.291393+00:00,8,8,69.9,70,163,1630,69.6,70,0,69.5,70
2025-10-16 06:11:10.369370+00:00,8,8,70,70,163,1630,69.6,70,0,69.6,70
2025-10-16 06:11:11.463008+00:00,8,8,70,70,163,1630,69.7,70,0,69.7,70
2025-10-16 06:11:12.541014+00:00,8,8,69.9,70,163,1630,69.6,70,0,69.8,70
2025-10-16 06:11:13.634651+00:00,8,8,69.9,70,163,1630,69.7,70,0,70,70
2025-10-16 06:11:14.697035+00:00,8,8,70,70,163,1630,69.7,70,0,70.1,70
2025-10-16 06:11:15.775047+00:00,8,8,69.9,70,163,1630,69.6,70,0,70.1,70
2025-10-16 06:11:16.853048+00:00,8,8,70,70,163,1630,69.7,70,0,70.3,70
2025-10-16 06:11:17.977941+00:00,8,8,70,70,163,1630,69.7,70,0,70.3,70
2025-10-16 06:11:19.087116+00:00,8,8,69.9,70,163,1630,69.7,70,0,70.5,70
2025-10-16 06:11:20.149580+00:00,8,8,69.9,70,163,1630,69.7,70,0,70.5,70
2025-10-16 06:11:21.290087+00:00,8,8,69.9,70,164,1640,69.8,70,0,70.7,70
2025-10-16 06:11:22.399345+00:00,8,8,70,70,168,1680,69.8,70,0,70.7,70
2025-10-16 06:11:23.461732+00:00,8,8,70.1,70,168,1680,69.9,70,0,70.8,70
2025-10-16 06:11:24.555367+00:00,8,8,70,70,168,1680,69.9,70,0,70.8,70
2025-10-16 06:11:25.633377+00:00,8,8,70,70,168,1680,69.9,70,0,70.7,70
2025-10-16 06:11:26.711389+00:00,8,8,70,70,168,1680,69.8,70,0,70.5,70
2025-10-16 06:11:27.789409+00:00,8,8,69.9,70,168,1680,69.9,70,0,70.4,70
2025-10-16 06:11:30.039162+00:00,8,8,70,70,168,1680,70,70,0,69.9,70
2025-10-16 06:11:31.101550+00:00,8,8,70,70,168,1680,70.1,70,0,69.7,70
2025-10-16 06:11:32.179545+00:00,8,8,70,70,168,1680,70,70,0,69.5,70
2025-10-16 06:11:33.413806+00:00,8,8,69.9,70,168,1680,70.1,70,0,69.2,70
2025-10-16 06:11:34.523069+00:00,8,8,70,70,168,1680,70.1,70,0,69,70
2025-10-16 06:11:35.585448+00:00,8,8,70,70,168,1680,70.1,70,0,68.9,70
2025-10-16 06:11:36.647833+00:00,8,8,70,70,168,1680,70,70,0,68.8,70
2025-10-16 06:11:37.741468+00:00,8,8,70,70,168,1680,70.1,70,0,68.7,70
2025-10-16 06:11:38.803865+00:00,8,8,70,70,169,1690,70.1,70,0,68.5,70
2025-10-16 06:11:39.913073+00:00,8,8,70,70,171,1710,70.1,70,0,68.3,70
2025-10-16 06:11:41.022290+00:00,8,8,69.9,70,171,1710,70.1,70,0,68.2,70
2025-10-16 06:11:42.287871+00:00,8,8,70,70,171,1710,70,70,0,68,70
2025-10-16 06:11:43.475155+00:00,8,8,70,70,171,1710,70,70,0,68.1,70
2025-10-16 06:11:44.709490+00:00,8,8,69.9,70,171,1710,69.9,70,0,68.1,70
2025-10-16 06:11:45.771866+00:00,8,8,69.9,70,171,1710,69.8,70,0,67.9,70
2025-10-16 06:11:46.849888+00:00,8,8,70,70,171,1710,69.7,70,0,67.8,70
2025-10-16 06:11:47.943516+00:00,8,8,70,70,171,1710,69.6,70,0,67.8,70
2025-10-16 06:11:49.271511+00:00,8,8,70,70,171,1710,69.6,70,0,67.9,70
2025-10-16 06:11:50.349426+00:00,8,8,70,70,171,1710,69.6,70,0,68,70
2025-10-16 06:11:51.521257+00:00,8,8,70,70,171,1710,69.5,70,0,68,70
2025-10-16 06:11:52.599267+00:00,8,8,70,70,171,1710,69.3,70,0,68.1,70
2025-10-16 06:11:53.677283+00:00,8,8,69.9,70,171,1710,69.3,70,0,68.3,70
2025-10-16 06:11:54.739672+00:00,8,8,69.9,70,171,1710,69.2,70,0,68.2,70
2025-10-16 06:11:55.817681+00:00,8,8,70,70,171,1710,69.2,70,0,68.4,70
2025-10-16 06:11:56.880064+00:00,8,8,70,70,171,1710,69.1,70,0,68.5,70
2025-10-16 06:11:57.942456+00:00,8,8,70,70,171,1710,69.1,70,0,68.7,70
2025-10-16 06:11:59.020460+00:00,8,8,70,70,171,1710,69,70,0,68.9,70
2025-10-16 06:12:00.114096+00:00,8,8,70,70,171,1710,68.9,70,0,68.9,70
2025-10-16 06:12:01.192106+00:00,8,8,70,70,171,1710,68.9,70,0,69.1,70
2025-10-16 06:12:02.285663+00:00,8,8,70,70,171,1710,68.8,70,0,69.3,70
2025-10-16 06:12:03.363751+00:00,8,8,70.1,70,171,1710,68.9,70,0,69.3,70
2025-10-16 06:12:04.426140+00:00,8,8,70.1,70,171,1710,68.9,70,0,69.5,70
2025-10-16 06:12:05.488526+00:00,8,8,70.1,70,171,1710,68.8,70,0,69.6,70
2025-10-16 06:12:06.582162+00:00,8,8,70,70,171,1710,68.7,70,0,69.7,70
2025-10-16 06:12:07.660172+00:00,8,8,70,70,171,1710,68.8,70,3,69.9,70
2025-10-16 06:12:08.722568+00:00,8,8,70.1,70,169,1690,68.7,70,3,69.9,70
2025-10-16 06:12:09.816197+00:00,8,8,70,70,169,1690,68.7,70,0,70,70
2025-10-16 06:12:10.894203+00:00,8,8,70.1,70,169,1690,68.6,70,0,70.1,70
2025-10-16 06:12:11.972215+00:00,8,8,70,70,169,1690,68.6,70,0,70.2,70
2025-10-16 06:12:13.050221+00:00,8,8,70.1,70,169,1690,68.6,70,0,70.4,70
2025-10-16 06:12:14.128236+00:00,8,8,70.2,70,169,1690,68.5,70,0,70.4,70
2025-10-16 06:12:15.190609+00:00,8,8,70.1,70,169,1690,68.7,70,0,70.5,70
2025-10-16 06:12:16.268635+00:00,8,8,70,70,169,1690,68.6,70,0,70.6,70
2025-10-16 06:12:17.346655+00:00,8,8,70.1,70,169,1690,68.5,70,0,70.7,70
2025-10-16 06:12:18.455821+00:00,8,8,70.1,70,169,1690,68.5,70,0,70.6,70
2025-10-16 06:12:19.533922+00:00,8,8,70.1,70,169,1690,68.6,70,0,70.5,70
2025-10-16 06:12:20.611844+00:00,8,8,70,70,169,1690,68.5,70,0,70.4,70
2025-10-16 06:12:21.674311+00:00,8,8,70,70,169,1690,68.5,70,0,70.1,70
2025-10-16 06:12:22.752334+00:00,8,8,70,70,169,1690,68.7,70,0,69.9,70
2025-10-16 06:12:23.830344+00:00,8,8,70.1,70,169,1690,68.6,70,0,69.7,70
2025-10-16 06:12:24.908343+00:00,8,8,70,70,169,1690,68.6,70,0,69.5,70
2025-10-16 06:12:26.001897+00:00,8,8,70.1,70,169,1690,68.6,70,0,69.3,70
2025-10-16 06:12:27.079997+00:00,8,8,70.1,70,167,1670,68.7,70,0,69.1,70
2025-10-16 06:12:28.204870+00:00,8,8,70,70,163,1630,68.8,70,0,69.1,70
2025-10-16 06:12:29.282885+00:00,8,8,70.1,70,163,1630,68.8,70,0,68.8,70
2025-10-16 06:12:30.376511+00:00,8,8,70.1,70,163,1630,68.9,70,0,68.8,70
2025-10-16 06:12:31.454523+00:00,8,8,70.1,70,163,1630,69,70,0,68.7,70
2025-10-16 06:12:32.516909+00:00,8,8,70.1,70,163,1630,69.1,70,0,68.5,70
2025-10-16 06:12:33.594920+00:00,8,8,70.1,70,163,1630,69.1,70,0,68.4,70
2025-10-16 06:12:34.657304+00:00,8,8,70.1,70,163,1630,69.2,70,0,68.2,70
2025-10-16 06:12:35.735324+00:00,8,8,70.1,70,163,1630,69.2,70,0,68.2,70
2025-10-16 06:12:36.797707+00:00,8,8,70.1,70,163,1630,69.2,70,0,68,70
2025-10-16 06:12:37.875717+00:00,8,8,70.1,70,163,1630,69.3,70,0,68,70
2025-10-16 06:12:38.938103+00:00,8,8,70,70,163,1630,69.4,70,0,67.9,70
2025-10-16 06:12:40.047363+00:00,8,8,70.1,70,163,1630,69.4,70,0,67.8,70
2025-10-16 06:12:41.140990+00:00,8,8,70.1,70,163,1630,69.4,70,0,67.8,70
2025-10-16 06:12:42.203382+00:00,8,8,70.1,70,163,1630,69.5,70,0,67.9,70
2025-10-16 06:12:43.281396+00:00,8,8,70.1,70,163,1630,69.6,70,0,68,70
2025-10-16 06:12:44.343784+00:00,8,8,70.1,70,163,1630,69.6,70,0,68,70
2025-10-16 06:12:45.421787+00:00,8,8,70.1,70,163,1630,69.6,70,0,68,70
2025-10-16 06:12:46.515346+00:00,8,8,70.1,70,163,1630,69.6,70,3.09,68.2,70
2025-10-16 06:12:47.577815+00:00,8,8,70.1,70,163,1630,69.7,70,3.09,68.2,70
2025-10-16 06:12:48.655822+00:00,8,8,70.2,70,163,1630,69.6,70,3.09,68.2,70
2025-10-16 06:12:49.780714+00:00,8,8,70.1,70,163,1630,69.7,70,0,68.4,70
2025-10-16 06:12:50.858715+00:00,8,8,70.1,70,163,1630,69.7,70,0,68.5,70
2025-10-16 06:12:51.921102+00:00,8,8,70.1,70,163,1630,69.7,70,0,68.6,70
2025-10-16 06:12:52.999112+00:00,8,8,70.2,70,163,1630,69.7,70,0,68.7,70
2025-10-16 06:12:54.061502+00:00,8,8,70.1,70,163,1630,69.7,70,0,68.8,70
2025-10-16 06:12:55.170679+00:00,8,8,70.1,70,163,1630,69.8,70,0,69.1,70
2025-10-16 06:12:56.248772+00:00,8,8,70.2,70,163,1630,69.8,70,0,69,70
2025-10-16 06:12:57.311161+00:00,8,8,70.2,70,163,1630,69.8,70,0,69.2,70
2025-10-16 06:12:58.373544+00:00,8,8,70.2,70,163,1630,69.9,70,0,69.3,70
2025-10-16 06:12:59.451555+00:00,8,8,70.1,70,163,1630,69.8,70,0,69.4,70
2025-10-16 06:13:00.560811+00:00,8,8,70.2,70,163,1630,69.9,70,0,69.5,70
2025-10-16 06:13:01.623206+00:00,8,8,70.1,70,163,1630,69.8,70,0,69.7,70
2025-10-16 06:13:02.716842+00:00,8,8,70.1,70,163,1630,69.9,70,0,69.8,70
2025-10-16 06:13:03.794853+00:00,8,8,70.1,70,163,1630,69.8,70,0,69.9,70
2025-10-16 06:13:04.872854+00:00,8,8,70.1,70,163,1630,69.9,70,0,70.1,70
2025-10-16 06:13:05.950865+00:00,8,8,70.1,70,163,1630,69.9,70,0,70.1,70
2025-10-16 06:13:07.028881+00:00,8,8,70.2,70,163,1630,69.9,70,0,70.2,70
2025-10-16 06:13:08.106886+00:00,8,8,70.2,70,163,1630,69.8,70,0,70.4,70
2025-10-16 06:13:09.200522+00:00,8,8,70.1,70,163,1630,69.8,70,0,70.5,70
2025-10-16 06:13:10.262906+00:00,8,8,70.2,70,163,1630,69.8,70,0,70.5,70
2025-10-16 06:13:11.340922+00:00,8,8,70.2,70,163,1630,69.7,70,0,70.6,70
2025-10-16 06:13:12.434557+00:00,8,8,70.1,70,163,1630,69.6,70,0,70.4,70
2025-10-16 06:13:13.512573+00:00,8,8,70.2,70,163,1630,69.6,70,0,70.3,70
2025-10-16 06:13:14.590573+00:00,8,8,70.2,70,163,1630,69.6,70,0,70.2,70
2025-10-16 06:13:15.684210+00:00,8,8,70.2,70,163,1630,69.4,70,0,70,70
2025-10-16 06:13:16.746594+00:00,8,8,70.3,70,163,1630,69.3,70,0,69.7,70
2025-10-16 06:13:17.824618+00:00,8,8,70.2,70,163,1630,69.3,70,0,69.5,70
2025-10-16 06:13:18.918240+00:00,8,8,70.2,70,163,1630,69.3,70,0,69.3,70
2025-10-16 06:13:20.011807+00:00,8,8,70.2,70,163,1630,69.2,70,0,69.1,70
2025-10-16 06:13:21.074263+00:00,8,8,70.1,70,164,1640,69.1,70,0,68.9,70
2025-10-16 06:13:22.152276+00:00,8,8,70.2,70,166,1660,69,70,0,68.7,70
2025-10-16 06:13:23.261473+00:00,8,8,70.2,70,166,1660,69,70,0,68.6,70
2025-10-16 06:13:24.339544+00:00,8,8,70.2,70,166,1660,68.8,70,0,68.5,70
2025-10-16 06:13:25.433185+00:00,8,8,70.2,70,166,1660,68.8,70,0,68.3,70
2025-10-16 06:13:26.511189+00:00,8,8,70.1,70,166,1660,68.8,70,0,68.3,70
2025-10-16 06:13:27.573574+00:00,8,8,70.1,70,166,1660,68.7,70,0,68.1,70
2025-10-16 06:13:28.667209+00:00,8,8,70.2,70,166,1660,68.8,70,0,68,70
2025-10-16 06:13:29.760760+00:00,8,8,70.1,70,166,1660,68.7,70,0,67.9,70
2025-10-16 06:13:30.823232+00:00,8,8,70.2,70,166,1660,68.6,70,0,67.6,70
2025-10-16 06:13:31.901238+00:00,8,8,70.2,70,166,1660,68.7,70,0,67.6,70
2025-10-16 06:13:32.963637+00:00,8,8,70.3,70,166,1660,68.5,70,0,67.5,70
2025-10-16 06:13:34.041642+00:00,8,8,70.2,70,166,1660,68.6,70,0,67.7,70
2025-10-16 06:13:35.166521+00:00,8,8,70.2,70,166,1660,68.5,70,0,67.6,70
2025-10-16 06:13:36.338273+00:00,8,8,70.3,70,166,1660,68.6,70,0,67.6,70
2025-10-16 06:13:37.416282+00:00,8,8,70.2,70,166,1660,68.4,70,0,67.7,70
2025-10-16 06:13:38.509854+00:00,8,8,70.2,70,166,1660,68.5,70,3.06,67.6,70
2025-10-16 06:13:39.603514+00:00,8,8,70.3,70,166,1660,68.5,70,3.06,67.7,70
2025-10-16 06:13:40.665937+00:00,8,8,70.2,70,166,1660,68.4,70,0,67.8,70
2025-10-16 06:13:41.775112+00:00,8,8,70.2,70,166,1660,68.4,70,0,67.9,70
2025-10-16 06:13:42.837590+00:00,8,8,70.2,70,166,1660,68.3,70,0,68,70
2025-10-16 06:13:43.915592+00:00,8,8,70.3,70,166,1660,68.5,70,0,68.1,70
2025-10-16 06:13:44.977976+00:00,8,8,70.3,70,166,1660,68.5,70,0,68.3,70
2025-10-16 06:13:46.087155+00:00,8,8,70.2,70,166,1660,68.4,70,0,68.4,70
2025-10-16 06:13:47.149633+00:00,8,8,70.2,70,166,1660,68.4,70,0,68.5,70
2025-10-16 06:13:48.305754+00:00,8,8,70.2,70,166,1660,68.4,70,0,68.7,70
2025-10-16 06:13:49.399385+00:00,8,8,70.2,70,166,1660,68.4,70,0,68.8,70
2025-10-16 06:13:50.477394+00:00,8,8,70.2,70,166,1660,68.3,70,0,68.9,70
2025-10-16 06:13:51.539783+00:00,8,8,70.3,70,166,1660,68.4,70,0,69.1,70
2025-10-16 06:13:52.664666+00:00,8,8,70.2,70,166,1660,68.5,70,0,69.2,70
2025-10-16 06:13:53.725541+00:00,8,8,70.2,70,166,1660,68.5,70,0,69.3,70
2025-10-16 06:13:54.787926+00:00,8,8,70.3,70,166,1660,68.5,70,0,69.4,70
2025-10-16 06:13:55.865939+00:00,8,8,70.3,70,166,1660,68.6,70,3.06,69.6,70
2025-10-16 06:13:56.943950+00:00,8,8,70.2,70,166,1660,68.6,70,3.06,69.7,70
2025-10-16 06:13:58.006340+00:00,8,8,70.3,70,166,1660,68.7,70,0,69.9,70
2025-10-16 06:13:59.146841+00:00,8,8,70.3,70,166,1660,68.7,70,0,69.9,70
2025-10-16 06:14:00.381009+00:00,8,8,70.3,70,166,1660,68.8,70,0,70.1,70
2025-10-16 06:14:01.505976+00:00,8,8,70.3,70,166,1660,68.8,70,0,70.2,70
2025-10-16 06:14:02.568355+00:00,8,8,70.3,70,166,1660,68.8,70,0,70.3,70
2025-10-16 06:14:03.646375+00:00,8,8,70.3,70,166,1660,68.9,70,0,70.3,70
2025-10-16 06:14:04.724378+00:00,8,8,70.3,70,166,1660,69,70,0,70.5,70
2025-10-16 06:14:05.802386+00:00,8,8,70.3,70,166,1660,69,70,0,70.4,70
2025-10-16 06:14:06.896033+00:00,8,8,70.4,70,166,1660,69.2,70,0,70.3,70
2025-10-16 06:14:07.958406+00:00,8,8,70.3,70,166,1660,69.1,70,0,70.1,70
2025-10-16 06:14:09.036419+00:00,8,8,70.3,70,166,1660,69.3,70,0,70,70
2025-10-16 06:14:10.129971+00:00,8,8,70.4,70,166,1660,69.2,70,0,69.8,70
2025-10-16 06:14:11.207983+00:00,8,8,70.3,70,166,1660,69.3,70,0,69.6,70
2025-10-16 06:14:12.286071+00:00,8,8,70.3,70,166,1660,69.2,70,0,69.3,70
2025-10-16 06:14:13.364090+00:00,8,8,70.3,70,166,1660,69.3,70,0,69.1,70
2025-10-16 06:14:14.442094+00:00,8,8,70.3,70,166,1660,69.3,70,0,69,70
2025-10-16 06:14:15.582600+00:00,8,8,70.4,70,166,1660,69.3,70,0,68.8,70
2025-10-16 06:14:16.644987+00:00,8,8,70.3,70,166,1660,69.4,70,0,68.6,70
2025-10-16 06:14:17.722999+00:00,8,8,70.3,70,166,1660,69.5,70,0,68.6,70
